Timestamp,RPM,TPS_percent,IAT_C,MAP_kPa,PulseWidth_ms,AnalogIn1_V,AnalogIn2_V,AnalogIn3_V,AnalogIn4_V,VSS_kmh,Baro_kPa,OilTemp_C,OilPressure_bar,FuelPressure_bar,CLT_C,IgnAngle_deg,DwellTime_ms,WBO_Lambda,LambdaCorrection_percent,EGT1_C,EGT2_C,Gear,EmuTemp_C,Batt_V,CEL_Error,Flags1,Ethanol_percent,DBW_Pos_percent,DBW_Target_percent,TC_drpm_raw,TC_drpm,TC_TorqueReduction_percent,PitLimit_TorqueReduction_percent,AnalogIn5_V,AnalogIn6_V,OutFlags1,OutFlags2,OutFlags3,OutFlags4,BoostTarget_kPa,PWM1_DC_percent,DSG_Mode,LambdaTarget,PWM2_DC_percent,FuelUsed_L
2025-07-25 02:06:06.590,1000,35.0,80,200,5.032,0.0,0.996,1.997,2.998,0,100,100,0.5,0.5,-40,-30.0,0.0,0.695,75.0,400,400,5,70,11.475,0,2,60,2.5,2.5,200,200,50,50,0.0,0.996,2,3,4,5,100,0,3,0.0,0,2.0
2025-07-25 02:06:07.241,2000,40.0,100,300,10.081,0.996,1.997,2.998,3.999,10,110,120,1.0,1.0,-20,-15.0,1.0,0.797,80.0,600,600,6,80,11.988,1,3,70,3.0,3.0,300,300,60,60,0.996,1.997,3,4,5,6,200,10,4,0.1,10,3.0
2025-07-25 02:06:07.893,3000,45.0,120,400,15.113,1.997,2.998,3.999,5.0,20,120,140,1.5,1.5,0,0.0,2.0,0.898,85.0,800,800,7,90,12.474,2,4,80,3.5,3.5,400,400,70,70,1.997,2.998,4,5,6,7,300,20,5,0.2,20,4.0
2025-07-25 02:06:08.544,4000,50.0,-40,500,20.161,2.998,3.999,5.0,5.996,30,130,160,2.0,2.0,20,15.0,3.0,1.0,90.0,1000,1000,8,100,12.987,3,5,90,4.0,4.0,500,500,80,80,2.998,3.999,5,6,7,0,400,30,6,0.3,30,5.0
2025-07-25 02:06:09.196,5000,0.0,-20,600,25.193,3.999,5.0,5.996,6.997,40,50,0,2.5,2.5,40,30.0,4.0,1.094,95.0,1200,1200,0,20,13.5,4,6,100,0.0,0.0,600,600,0,0,3.999,5.0,6,7,0,1,500,40,7,0.4,40,6.0
2025-07-25 02:06:09.847,6000,5.0,0,0,30.242,5.0,5.996,6.997,7.998,50,60,20,3.0,3.0,60,-30.0,5.0,1.195,100.0,1400,1400,1,30,13.986,5,7,0,0.5,0.5,700,700,10,10,5.0,5.996,7,0,1,2,600,50,15,0.5,50,7.0
2025-07-25 02:06:10.499,7000,10.0,20,100,35.274,5.996,6.997,7.998,8.999,60,70,40,0.0,0.0,80,-15.0,6.0,0.594,105.0,0,0,2,40,10.989,6,0,10,1.0,1.0,0,0,20,20,5.996,6.997,0,1,2,3,0,60,2,0.6,60,0.0
2025-07-25 02:06:11.150,8000,15.0,40,200,40.323,6.997,7.998,8.999,0.0,70,80,60,0.5,0.5,100,0.0,7.0,0.695,110.0,200,200,3,50,11.475,7,1,20,1.5,1.5,100,100,30,30,6.997,7.998,1,2,3,4,100,70,3,0.7,70,1.0
2025-07-25 02:06:11.801,9000,20.0,60,300,45.355,7.998,8.999,0.0,0.996,80,90,80,1.0,1.0,120,15.0,8.0,0.797,115.0,400,400,4,60,11.988,8,2,30,2.0,2.0,200,200,40,40,7.998,8.999,2,3,4,5,200,80,4,0.8,80,2.0
2025-07-25 02:06:12.452,0,25.0,80,400,0.0,8.999,0.0,0.996,1.997,90,100,100,1.5,1.5,130,30.0,9.0,0.898,120.0,600,600,5,70,12.474,9,3,40,2.5,2.5,300,300,50,50,8.999,0.0,3,4,5,6,300,90,5,0.9,90,3.0
2025-07-25 02:06:13.104,1000,30.0,100,500,5.032,0.0,0.996,1.997,2.998,0,110,120,2.0,2.0,-40,-30.0,0.0,1.0,75.0,800,800,6,80,12.987,0,4,50,3.0,3.0,400,400,60,60,0.0,0.996,4,5,6,7,400,0,6,0.0,0,4.0
2025-07-25 02:06:13.755,2000,35.0,120,600,10.081,0.996,1.997,2.998,3.999,10,120,140,2.5,2.5,-20,-15.0,1.0,1.094,80.0,1000,1000,7,90,13.5,1,5,60,3.5,3.5,500,500,70,70,0.996,1.997,5,6,7,0,500,10,7,0.1,10,5.0
2025-07-25 02:06:14.406,3000,40.0,-40,0,15.113,1.997,2.998,3.999,5.0,20,130,160,3.0,3.0,0,0.0,2.0,1.195,85.0,1200,1200,8,100,13.986,2,6,70,4.0,4.0,600,600,80,80,1.997,2.998,6,7,0,1,600,20,15,0.2,20,6.0
2025-07-25 02:06:15.058,4000,45.0,-20,100,20.161,2.998,3.999,5.0,5.996,30,50,0,0.0,0.0,20,15.0,3.0,0.594,90.0,1400,1400,0,20,10.989,3,7,80,0.0,0.0,700,700,0,0,2.998,3.999,7,0,1,2,0,30,2,0.3,30,7.0
2025-07-25 02:06:15.710,5000,50.0,0,200,25.193,3.999,5.0,5.996,6.997,40,60,20,0.5,0.5,40,30.0,4.0,0.695,95.0,0,0,1,30,11.475,4,0,90,0.5,0.5,0,0,10,10,3.999,5.0,0,1,2,3,100,40,3,0.4,40,0.0
2025-07-25 02:06:16.361,6000,0.0,20,300,30.242,5.0,5.996,6.997,7.998,50,70,40,1.0,1.0,60,-30.0,5.0,0.797,100.0,200,200,2,40,11.988,5,1,100,1.0,1.0,100,100,20,20,5.0,5.996,1,2,3,4,200,50,4,0.5,50,1.0
2025-07-25 02:06:17.012,7000,5.0,40,400,35.274,5.996,6.997,7.998,8.999,60,80,60,1.5,1.5,80,-15.0,6.0,0.898,105.0,400,400,3,50,12.474,6,2,0,1.5,1.5,200,200,30,30,5.996,6.997,2,3,4,5,300,60,5,0.6,60,2.0
2025-07-25 02:06:17.663,8000,10.0,60,500,40.323,6.997,7.998,8.999,0.0,70,90,80,2.0,2.0,100,0.0,7.0,1.0,110.0,600,600,4,60,12.987,7,3,10,2.0,2.0,300,300,40,40,6.997,7.998,3,4,5,6,400,70,6,0.7,70,3.0
2025-07-25 02:06:18.315,9000,15.0,80,600,45.355,7.998,8.999,0.0,0.996,80,100,100,2.5,2.5,120,15.0,8.0,1.094,115.0,800,800,5,70,13.5,8,4,20,2.5,2.5,400,400,50,50,7.998,8.999,4,5,6,7,500,80,7,0.8,80,4.0
2025-07-25 02:06:18.966,0,20.0,100,0,0.0,8.999,0.0,0.996,1.997,90,110,120,3.0,3.0,130,30.0,9.0,1.195,120.0,1000,1000,6,80,13.986,9,5,30,3.0,3.0,500,500,60,60,8.999,0.0,5,6,7,0,600,90,15,0.9,90,5.0
2025-07-25 02:06:19.618,1000,25.0,120,100,5.032,0.0,0.996,1.997,2.998,0,120,140,0.0,0.0,-40,-30.0,0.0,0.594,75.0,1200,1200,7,90,10.989,0,6,40,3.5,3.5,600,600,70,70,0.0,0.996,6,7,0,1,0,0,2,0.0,0,6.0
2025-07-25 02:06:20.269,2000,30.0,-40,200,10.081,0.996,1.997,2.998,3.999,10,130,160,0.5,0.5,-20,-15.0,1.0,0.695,80.0,1400,1400,8,100,11.475,1,7,50,4.0,4.0,700,700,80,80,0.996,1.997,7,0,1,2,100,10,3,0.1,10,7.0
2025-07-25 02:06:20.920,3000,35.0,-20,300,15.113,1.997,2.998,3.999,5.0,20,50,0,1.0,1.0,0,0.0,2.0,0.797,85.0,0,0,0,20,11.988,2,0,60,0.0,0.0,0,0,0,0,1.997,2.998,0,1,2,3,200,20,4,0.2,20,0.0
2025-07-25 02:06:21.572,4000,40.0,0,400,20.161,2.998,3.999,5.0,5.996,30,60,20,1.5,1.5,20,15.0,3.0,0.898,90.0,200,200,1,30,12.474,3,1,70,0.5,0.5,100,100,10,10,2.998,3.999,1,2,3,4,300,30,5,0.3,30,1.0
2025-07-25 02:06:22.223,5000,45.0,20,500,25.193,3.999,5.0,5.996,6.997,40,70,40,2.0,2.0,40,30.0,4.0,1.0,95.0,400,400,2,40,12.987,4,2,80,1.0,1.0,200,200,20,20,3.999,5.0,2,3,4,5,400,40,6,0.4,40,2.0
2025-07-25 02:06:22.875,6000,50.0,40,600,30.242,5.0,5.996,6.997,7.998,50,80,60,2.5,2.5,60,-30.0,5.0,1.094,100.0,600,600,3,50,13.5,5,3,90,1.5,1.5,300,300,30,30,5.0,5.996,3,4,5,6,500,50,7,0.5,50,3.0
2025-07-25 02:06:23.526,7000,0.0,60,0,35.274,5.996,6.997,7.998,8.999,60,90,80,3.0,3.0,80,-15.0,6.0,1.195,105.0,800,800,4,60,13.986,6,4,100,2.0,2.0,400,400,40,40,5.996,6.997,4,5,6,7,600,60,15,0.6,60,4.0
2025-07-25 02:06:24.177,8000,5.0,80,100,40.323,6.997,7.998,8.999,0.0,70,100,100,0.0,0.0,100,0.0,7.0,0.594,110.0,1000,1000,5,70,10.989,7,5,0,2.5,2.5,500,500,50,50,6.997,7.998,5,6,7,0,0,70,2,0.7,70,5.0
2025-07-25 02:06:24.829,9000,10.0,100,200,45.355,7.998,8.999,0.0,0.996,80,110,120,0.5,0.5,120,15.0,8.0,0.695,115.0,1200,1200,6,80,11.475,8,6,10,3.0,3.0,600,600,60,60,7.998,8.999,6,7,0,1,100,80,3,0.8,80,6.0
2025-07-25 02:06:25.480,0,15.0,120,300,0.0,8.999,0.0,0.996,1.997,90,120,140,1.0,1.0,130,30.0,9.0,0.797,120.0,1400,1400,7,90,11.988,9,7,20,3.5,3.5,700,700,70,70,8.999,0.0,7,0,1,2,200,90,4,0.9,90,7.0
2025-07-25 02:06:26.131,1000,20.0,-40,400,5.032,0.0,0.996,1.997,2.998,0,130,160,1.5,1.5,-40,-30.0,0.0,0.898,75.0,0,0,8,100,12.474,0,0,30,4.0,4.0,0,0,80,80,0.0,0.996,0,1,2,3,300,0,5,0.0,0,0.0
2025-07-25 02:06:26.782,2000,25.0,-20,500,10.081,0.996,1.997,2.998,3.999,10,50,0,2.0,2.0,-20,-15.0,1.0,1.0,80.0,200,200,0,20,12.987,1,1,40,0.0,0.0,100,100,0,0,0.996,1.997,1,2,3,4,400,10,6,0.1,10,1.0
2025-07-25 02:06:27.434,3000,30.0,0,600,15.113,1.997,2.998,3.999,5.0,20,60,20,2.5,2.5,0,0.0,2.0,1.094,85.0,400,400,1,30,13.5,2,2,50,0.5,0.5,200,200,10,10,1.997,2.998,2,3,4,5,500,20,7,0.2,20,2.0
2025-07-25 02:06:28.085,4000,35.0,20,0,20.161,2.998,3.999,5.0,5.996,30,70,40,3.0,3.0,20,15.0,3.0,1.195,90.0,600,600,2,40,13.986,3,3,60,1.0,1.0,300,300,20,20,2.998,3.999,3,4,5,6,600,30,15,0.3,30,3.0
2025-07-25 02:06:28.737,5000,40.0,40,100,25.193,3.999,5.0,5.996,6.997,40,80,60,0.0,0.0,40,30.0,4.0,0.594,95.0,800,800,3,50,10.989,4,4,70,1.5,1.5,400,400,30,30,3.999,5.0,4,5,6,7,0,40,2,0.4,40,4.0
2025-07-25 02:06:29.388,6000,45.0,60,200,30.242,5.0,5.996,6.997,7.998,50,90,80,0.5,0.5,60,-30.0,5.0,0.695,100.0,1000,1000,4,60,11.475,5,5,80,2.0,2.0,500,500,40,40,5.0,5.996,5,6,7,0,100,50,3,0.5,50,5.0
2025-07-25 02:06:30.040,7000,50.0,80,300,35.274,5.996,6.997,7.998,8.999,60,100,100,1.0,1.0,80,-15.0,6.0,0.797,105.0,1200,1200,5,70,11.988,6,6,90,2.5,2.5,600,600,50,50,5.996,6.997,6,7,0,1,200,60,4,0.6,60,6.0
2025-07-25 02:06:30.691,8000,0.0,100,400,40.323,6.997,7.998,8.999,0.0,70,110,120,1.5,1.5,100,0.0,7.0,0.898,110.0,1400,1400,6,80,12.474,7,7,100,3.0,3.0,700,700,60,60,6.997,7.998,7,0,1,2,300,70,5,0.7,70,7.0
2025-07-25 02:06:31.343,9000,5.0,120,500,45.355,7.998,8.999,0.0,0.996,80,120,140,2.0,2.0,120,15.0,8.0,1.0,115.0,0,0,7,90,12.987,8,0,0,3.5,3.5,0,0,70,70,7.998,8.999,0,1,2,3,400,80,6,0.8,80,0.0
2025-07-25 02:06:31.994,0,10.0,-40,600,0.0,8.999,0.0,0.996,1.997,90,130,160,2.5,2.5,130,30.0,9.0,1.094,120.0,200,200,8,100,13.5,9,1,10,4.0,4.0,100,100,80,80,8.999,0.0,1,2,3,4,500,90,7,0.9,90,1.0
2025-07-25 02:06:32.645,1000,15.0,-20,0,5.032,0.0,0.996,1.997,2.998,0,50,0,3.0,3.0,-40,-30.0,0.0,1.195,75.0,400,400,0,20,13.986,0,2,20,0.0,0.0,200,200,0,0,0.0,0.996,2,3,4,5,600,0,15,0.0,0,2.0
2025-07-25 02:06:33.296,2000,20.0,0,100,10.081,0.996,1.997,2.998,3.999,10,60,20,0.0,0.0,-20,-15.0,1.0,0.594,80.0,600,600,1,30,10.989,1,3,30,0.5,0.5,300,300,10,10,0.996,1.997,3,4,5,6,0,10,2,0.1,10,3.0
2025-07-25 02:06:33.948,3000,25.0,20,200,15.113,1.997,2.998,3.999,5.0,20,70,40,0.5,0.5,0,0.0,2.0,0.695,85.0,800,800,2,40,11.475,2,4,40,1.0,1.0,400,400,20,20,1.997,2.998,4,5,6,7,100,20,3,0.2,20,4.0
2025-07-25 02:06:34.599,4000,30.0,40,300,20.161,2.998,3.999,5.0,5.996,30,80,60,1.0,1.0,20,15.0,3.0,0.797,90.0,1000,1000,3,50,11.988,3,5,50,1.5,1.5,500,500,30,30,2.998,3.999,5,6,7,0,200,30,4,0.3,30,5.0
2025-07-25 02:06:35.251,5000,35.0,60,400,25.193,3.999,5.0,5.996,6.997,40,90,80,1.5,1.5,40,30.0,4.0,0.898,95.0,1200,1200,4,60,12.474,4,6,60,2.0,2.0,600,600,40,40,3.999,5.0,6,7,0,1,300,40,5,0.4,40,6.0
2025-07-25 02:06:35.902,6000,40.0,80,500,30.242,5.0,5.996,6.997,7.998,50,100,100,2.0,2.0,60,-30.0,5.0,1.0,100.0,1400,1400,5,70,12.987,5,7,70,2.5,2.5,700,700,50,50,5.0,5.996,7,0,1,2,400,50,6,0.5,50,7.0
2025-07-25 02:06:36.553,7000,45.0,100,600,35.274,5.996,6.997,7.998,8.999,60,110,120,2.5,2.5,80,-15.0,6.0,1.094,105.0,0,0,6,80,13.5,6,0,80,3.0,3.0,0,0,60,60,5.996,6.997,0,1,2,3,500,60,7,0.6,60,0.0
2025-07-25 02:06:37.205,8000,50.0,120,0,40.323,6.997,7.998,8.999,0.0,70,120,140,3.0,3.0,100,0.0,7.0,1.195,110.0,200,200,7,90,13.986,7,1,90,3.5,3.5,100,100,70,70,6.997,7.998,1,2,3,4,600,70,15,0.7,70,1.0
2025-07-25 02:06:37.856,9000,0.0,-40,100,45.355,7.998,8.999,0.0,0.996,80,130,160,0.0,0.0,120,15.0,8.0,0.594,115.0,400,400,8,100,10.989,8,2,100,4.0,4.0,200,200,80,80,7.998,8.999,2,3,4,5,0,80,2,0.8,80,2.0
2025-07-25 02:06:38.507,0,5.0,-20,200,0.0,8.999,0.0,0.996,1.997,90,50,0,0.5,0.5,130,30.0,9.0,0.695,120.0,600,600,0,20,11.475,9,3,0,0.0,0.0,300,300,0,0,8.999,0.0,3,4,5,6,100,90,3,0.9,90,3.0
2025-07-25 02:06:40.158,0,0.0,-40,0,0.0,0.0,0.996,1.997,2.998,0,60,20,1.0,1.0,-40,-30.0,0.0,0.797,75.0,800,800,1,30,11.988,0,4,10,0.5,0.5,400,400,10,10,0.0,0.996,4,5,6,7,200,0,4,0.0,0,4.0
2025-07-25 02:06:40.809,1000,5.0,-20,100,5.032,0.0,0.996,1.997,2.998,0,50,0,0.0,0.0,-40,-30.0,0.0,0.594,75.0,0,0,0,20,10.989,0,0,0,0.0,0.0,0,0,0,0,0.0,0.996,0,1,2,3,0,0,2,0.0,0,0.0
2025-07-25 02:06:41.461,2000,10.0,0,200,10.081,0.996,1.997,2.998,3.999,10,60,20,0.5,0.5,-20,-15.0,1.0,0.695,80.0,200,200,1,30,11.475,1,1,10,0.5,0.5,100,100,10,10,0.996,1.997,1,2,3,4,100,10,3,0.1,10,1.0
2025-07-25 02:06:42.112,3000,15.0,20,300,15.113,1.997,2.998,3.999,5.0,20,70,40,1.0,1.0,0,0.0,2.0,0.797,85.0,400,400,2,40,11.988,2,2,20,1.0,1.0,200,200,20,20,1.997,2.998,2,3,4,5,200,20,4,0.2,20,2.0
2025-07-25 02:06:42.764,4000,20.0,40,400,20.161,2.998,3.999,5.0,5.996,30,80,60,1.5,1.5,20,15.0,3.0,0.898,90.0,600,600,3,50,12.474,3,3,30,1.5,1.5,300,300,30,30,2.998,3.999,3,4,5,6,300,30,5,0.3,30,3.0
2025-07-25 02:06:43.415,5000,25.0,60,500,25.193,3.999,5.0,5.996,6.997,40,90,80,2.0,2.0,40,30.0,4.0,1.0,95.0,800,800,4,60,12.987,4,4,40,2.0,2.0,400,400,40,40,3.999,5.0,4,5,6,7,400,40,6,0.4,40,4.0
2025-07-25 02:06:44.066,6000,30.0,80,600,30.242,5.0,5.996,6.997,7.998,50,100,100,2.5,2.5,60,-30.0,5.0,1.094,100.0,1000,1000,5,70,13.5,5,5,50,2.5,2.5,500,500,50,50,5.0,5.996,5,6,7,0,500,50,7,0.5,50,5.0
2025-07-25 02:06:44.718,7000,35.0,100,0,35.274,5.996,6.997,7.998,8.999,60,110,120,3.0,3.0,80,-15.0,6.0,1.195,105.0,1200,1200,6,80,13.986,6,6,60,3.0,3.0,600,600,60,60,5.996,6.997,6,7,0,1,600,60,15,0.6,60,6.0
2025-07-25 02:06:45.369,8000,40.0,120,100,40.323,6.997,7.998,8.999,0.0,70,120,140,0.0,0.0,100,0.0,7.0,0.594,110.0,1400,1400,7,90,10.989,7,7,70,3.5,3.5,700,700,70,70,6.997,7.998,7,0,1,2,0,70,2,0.7,70,7.0
2025-07-25 02:06:46.020,9000,45.0,-40,200,45.355,7.998,8.999,0.0,0.996,80,130,160,0.5,0.5,120,15.0,8.0,0.695,115.0,0,0,8,100,11.475,8,0,80,4.0,4.0,0,0,80,80,7.998,8.999,0,1,2,3,100,80,3,0.8,80,0.0
2025-07-25 02:06:46.672,0,50.0,-20,300,0.0,8.999,0.0,0.996,1.997,90,50,0,1.0,1.0,130,30.0,9.0,0.797,120.0,200,200,0,20,11.988,9,1,90,0.0,0.0,100,100,0,0,8.999,0.0,1,2,3,4,200,90,4,0.9,90,1.0
2025-07-25 02:06:47.323,1000,0.0,0,400,5.032,0.0,0.996,1.997,2.998,0,60,20,1.5,1.5,-40,-30.0,0.0,0.898,75.0,400,400,1,30,12.474,0,2,100,0.5,0.5,200,200,10,10,0.0,0.996,2,3,4,5,300,0,5,0.0,0,2.0
2025-07-25 02:06:47.974,2000,5.0,20,500,10.081,0.996,1.997,2.998,3.999,10,70,40,2.0,2.0,-20,-15.0,1.0,1.0,80.0,600,600,2,40,12.987,1,3,0,1.0,1.0,300,300,20,20,0.996,1.997,3,4,5,6,400,10,6,0.1,10,3.0
2025-07-25 02:06:48.626,3000,10.0,40,600,15.113,1.997,2.998,3.999,5.0,20,80,60,2.5,2.5,0,0.0,2.0,1.094,85.0,800,800,3,50,13.5,2,4,10,1.5,1.5,400,400,30,30,1.997,2.998,4,5,6,7,500,20,7,0.2,20,4.0
2025-07-25 02:06:49.277,4000,15.0,60,0,20.161,2.998,3.999,5.0,5.996,30,90,80,3.0,3.0,20,15.0,3.0,1.195,90.0,1000,1000,4,60,13.986,3,5,20,2.0,2.0,500,500,40,40,2.998,3.999,5,6,7,0,600,30,15,0.3,30,5.0
2025-07-25 02:06:49.929,5000,20.0,80,100,25.193,3.999,5.0,5.996,6.997,40,100,100,0.0,0.0,40,30.0,4.0,0.594,95.0,1200,1200,5,70,10.989,4,6,30,2.5,2.5,600,600,50,50,3.999,5.0,6,7,0,1,0,40,2,0.4,40,6.0
2025-07-25 02:06:50.580,6000,25.0,100,200,30.242,5.0,5.996,6.997,7.998,50,110,120,0.5,0.5,60,-30.0,5.0,0.695,100.0,1400,1400,6,80,11.475,5,7,40,3.0,3.0,700,700,60,60,5.0,5.996,7,0,1,2,100,50,3,0.5,50,7.0
2025-07-25 02:06:51.231,7000,30.0,120,300,35.274,5.996,6.997,7.998,8.999,60,120,140,1.0,1.0,80,-15.0,6.0,0.797,105.0,0,0,7,90,11.988,6,0,50,3.5,3.5,0,0,70,70,5.996,6.997,0,1,2,3,200,60,4,0.6,60,0.0
2025-07-25 02:06:51.883,8000,35.0,-40,400,40.323,6.997,7.998,8.999,0.0,70,130,160,1.5,1.5,100,0.0,7.0,0.898,110.0,200,200,8,100,12.474,7,1,60,4.0,4.0,100,100,80,80,6.997,7.998,1,2,3,4,300,70,5,0.7,70,1.0
2025-07-25 02:06:52.534,9000,40.0,-20,500,45.355,7.998,8.999,0.0,0.996,80,50,0,2.0,2.0,120,15.0,8.0,1.0,115.0,400,400,0,20,12.987,8,2,70,0.0,0.0,200,200,0,0,7.998,8.999,2,3,4,5,400,80,6,0.8,80,2.0
2025-07-25 02:06:53.186,0,45.0,0,600,0.0,8.999,0.0,0.996,1.997,90,60,20,2.5,2.5,130,30.0,9.0,1.094,120.0,600,600,1,30,13.5,9,3,80,0.5,0.5,300,300,10,10,8.999,0.0,3,4,5,6,500,90,7,0.9,90,3.0
2025-07-25 02:06:53.837,1000,50.0,20,0,5.032,0.0,0.996,1.997,2.998,0,70,40,3.0,3.0,-40,-30.0,0.0,1.195,75.0,800,800,2,40,13.986,0,4,90,1.0,1.0,400,400,20,20,0.0,0.996,4,5,6,7,600,0,15,0.0,0,4.0
2025-07-25 02:06:54.491,2000,0.0,40,100,10.081,0.996,1.997,2.998,3.999,10,80,60,0.0,0.0,-20,-15.0,1.0,0.594,80.0,1000,1000,3,50,10.989,1,5,100,1.5,1.5,500,500,30,30,0.996,1.997,5,6,7,0,0,10,2,0.1,10,5.0
2025-07-25 02:06:55.140,3000,5.0,60,200,15.113,1.997,2.998,3.999,5.0,20,90,80,0.5,0.5,0,0.0,2.0,0.695,85.0,1200,1200,4,60,11.475,2,6,0,2.0,2.0,600,600,40,40,1.997,2.998,6,7,0,1,100,20,3,0.2,20,6.0
2025-07-25 02:06:55.791,4000,10.0,80,300,20.161,2.998,3.999,5.0,5.996,30,100,100,1.0,1.0,20,15.0,3.0,0.797,90.0,1400,1400,5,70,11.988,3,7,10,2.5,2.5,700,700,50,50,2.998,3.999,7,0,1,2,200,30,4,0.3,30,7.0
2025-07-25 02:06:56.442,5000,15.0,100,400,25.193,3.999,5.0,5.996,6.997,40,110,120,1.5,1.5,40,30.0,4.0,0.898,95.0,0,0,6,80,12.474,4,0,20,3.0,3.0,0,0,60,60,3.999,5.0,0,1,2,3,300,40,5,0.4,40,0.0
2025-07-25 02:06:57.094,6000,20.0,120,500,30.242,5.0,5.996,6.997,7.998,50,120,140,2.0,2.0,60,-30.0,5.0,1.0,100.0,200,200,7,90,12.987,5,1,30,3.5,3.5,100,100,70,70,5.0,5.996,1,2,3,4,400,50,6,0.5,50,1.0
2025-07-25 02:06:57.745,7000,25.0,-40,600,35.274,5.996,6.997,7.998,8.999,60,130,160,2.5,2.5,80,-15.0,6.0,1.094,105.0,400,400,8,100,13.5,6,2,40,4.0,4.0,200,200,80,80,5.996,6.997,2,3,4,5,500,60,7,0.6,60,2.0
2025-07-25 02:06:58.396,8000,30.0,-20,0,40.323,6.997,7.998,8.999,0.0,70,50,0,3.0,3.0,100,0.0,7.0,1.195,110.0,600,600,0,20,13.986,7,3,50,0.0,0.0,300,300,0,0,6.997,7.998,3,4,5,6,600,70,15,0.7,70,3.0
2025-07-25 02:06:59.048,9000,35.0,0,100,45.355,7.998,8.999,0.0,0.996,80,60,20,0.0,0.0,120,15.0,8.0,0.594,115.0,800,800,1,30,10.989,8,4,60,0.5,0.5,400,400,10,10,7.998,8.999,4,5,6,7,0,80,2,0.8,80,4.0
2025-07-25 02:06:59.699,0,40.0,20,200,0.0,8.999,0.0,0.996,1.997,90,70,40,0.5,0.5,130,30.0,9.0,0.695,120.0,1000,1000,2,40,11.475,9,5,70,1.0,1.0,500,500,20,20,8.999,0.0,5,6,7,0,100,90,3,0.9,90,5.0
2025-07-25 02:07:00.350,1000,45.0,40,300,5.032,0.0,0.996,1.997,2.998,0,80,60,1.0,1.0,-40,-30.0,0.0,0.797,75.0,1200,1200,3,50,11.988,0,6,80,1.5,1.5,600,600,30,30,0.0,0.996,6,7,0,1,200,0,4,0.0,0,6.0
2025-07-25 02:07:01.002,2000,50.0,60,400,10.081,0.996,1.997,2.998,3.999,10,90,80,1.5,1.5,-20,-15.0,1.0,0.898,80.0,1400,1400,4,60,12.474,1,7,90,2.0,2.0,700,700,40,40,0.996,1.997,7,0,1,2,300,10,5,0.1,10,7.0
2025-07-25 02:07:01.653,3000,0.0,80,500,15.113,1.997,2.998,3.999,5.0,20,100,100,2.0,2.0,0,0.0,2.0,1.0,85.0,0,0,5,70,12.987,2,0,100,2.5,2.5,0,0,50,50,1.997,2.998,0,1,2,3,400,20,6,0.2,20,0.0
2025-07-25 02:07:02.305,4000,5.0,100,600,20.161,2.998,3.999,5.0,5.996,30,110,120,2.5,2.5,20,15.0,3.0,1.094,90.0,200,200,6,80,13.5,3,1,0,3.0,3.0,100,100,60,60,2.998,3.999,1,2,3,4,500,30,7,0.3,30,1.0
2025-07-25 02:07:02.956,5000,10.0,120,0,25.193,3.999,5.0,5.996,6.997,40,120,140,3.0,3.0,40,30.0,4.0,1.195,95.0,400,400,7,90,13.986,4,2,10,3.5,3.5,200,200,70,70,3.999,5.0,2,3,4,5,600,40,15,0.4,40,2.0
2025-07-25 02:07:03.607,6000,15.0,-40,100,30.242,5.0,5.996,6.997,7.998,50,130,160,0.0,0.0,60,-30.0,5.0,0.594,100.0,600,600,8,100,10.989,5,3,20,4.0,4.0,300,300,80,80,5.0,5.996,3,4,5,6,0,50,2,0.5,50,3.0
2025-07-25 02:07:04.259,7000,20.0,-20,200,35.274,5.996,6.997,7.998,8.999,60,50,0,0.5,0.5,80,-15.0,6.0,0.695,105.0,800,800,0,20,11.475,6,4,30,0.0,0.0,400,400,0,0,5.996,6.997,4,5,6,7,100,60,3,0.6,60,4.0
2025-07-25 02:07:04.910,8000,25.0,0,300,40.323,6.997,7.998,8.999,0.0,70,60,20,1.0,1.0,100,0.0,7.0,0.797,110.0,1000,1000,1,30,11.988,7,5,40,0.5,0.5,500,500,10,10,6.997,7.998,5,6,7,0,200,70,4,0.7,70,5.0
2025-07-25 02:07:05.847,9000,30.0,20,400,45.355,7.998,8.999,0.0,0.996,80,70,40,1.5,1.5,120,15.0,8.0,0.898,115.0,1200,1200,2,40,12.474,8,6,50,1.0,1.0,600,600,20,20,7.998,8.999,6,7,0,1,300,80,5,0.8,80,6.0
2025-07-25 02:07:06.213,0,35.0,40,500,0.0,8.999,0.0,0.996,1.997,90,80,60,2.0,2.0,130,30.0,9.0,1.0,120.0,1400,1400,3,50,12.987,9,7,60,1.5,1.5,700,700,30,30,8.999,0.0,7,0,1,2,400,90,6,0.9,90,7.0
2025-07-25 02:07:06.864,1000,40.0,60,600,5.032,0.0,0.996,1.997,2.998,0,90,80,2.5,2.5,-40,-30.0,0.0,1.094,75.0,0,0,4,60,13.5,0,0,70,2.0,2.0,0,0,40,40,0.0,0.996,0,1,2,3,500,0,7,0.0,0,0.0
2025-07-25 02:07:07.515,2000,45.0,80,0,10.081,0.996,1.997,2.998,3.999,10,100,100,3.0,3.0,-20,-15.0,1.0,1.195,80.0,200,200,5,70,13.986,1,1,80,2.5,2.5,100,100,50,50,0.996,1.997,1,2,3,4,600,10,15,0.1,10,1.0
